speaker,utterance_id,processed_pcm_sha256,reference_sha256,hypothesis_sha256,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer
ABA,arctic_a0409,2ef72172307eddc5b64cc885f9cf4332ddbc14d90d3fb4e6859e98fc4758afeb,e02fee07b4d6d39501429c43cd727d676c3b39be0e443ed5ce4d3089dab3828c,c633eb212d98f19c8f4546fdad865ae9456739829e5cee6a2c11911d98f6ef79,9,9,9,0,0,0,0,0.0
ABA,arctic_a0410,656f9ee750287cc739d0fef983a533aad379f4b80f80957d6b121eee555edaa4,1a2221c784ab76c1323c91a0648d0807738531d57c10e79cadad3872ee9cbf7f,ff823a29c60a8fa40783dd8689556719979798ebf9c1aba29533f094cff0b7d2,13,13,12,1,0,0,1,0.076923076923
ABA,arctic_a0411,deed36d7ffbda4bc1ae0678c8ff2af8c8ddf8b3eada7499894d4d5bdf6d882bb,50562b165491674dce864ab5b12a56851027d7ea7efce9928ed0626f6ab88f03,0724222b751e478991296fe5aac85f181f36319dfe22c8737b45caf12edfd4c4,13,13,9,4,0,0,4,0.307692307692
ABA,arctic_a0412,6be3cbd9faecbddb32b1f1c23840ef48248678c1235062f4974041a411153354,608f9144a00386bc27e580055ba4b40641a43834ce8784fda2e73d6aacdb8ccc,d14a07927754ef8527de21fdfb73ce571b17861f4214ab5caff6f1e23bff3dd0,7,7,6,1,0,0,1,0.142857142857
ABA,arctic_a0413,43df312043f3413c8aff402c2e11ebf84f835dd2f1b9364c0ab2bdc2db09c224,2ca9f712d2780478530ad5aa0d04df3935a7969c6d47a3263b76439638478828,b1bfd433fcb419381b303fa2bd8c2225908f55ee111739d0fb42ef792e8e1dee,9,9,9,0,0,0,0,0.0
ABA,arctic_a0414,54a9f374c1b18f0a63f534c73f97f817b2ac650c4689f829e7eb0e82b8386de1,a213f31ebe8639f4fbf24659095ca452fff7e6775ac96cf2c2f78f23dc85752b,495fcfc1c59d08ddc1ff30da5dda93645763519b9b06c8a0f8d3c31c37296ff1,6,5,4,1,1,0,2,0.333333333333
ABA,arctic_a0415,90f600ceae402859dddceb3a62937f4f10e50d5aea908048bc994b2db9f7d31b,7c7cdaf0cd70197a3edf62455bfc8f315cc90f649b5e839bced4e4ea10698afd,549093c7bfa3c666764c1b3500e5e66a91701c86b4fccf8d783d560961f11cd8,8,8,8,0,0,0,0,0.0
ABA,arctic_a0416,c8800a33382300492c27a3e74216a81d1c092e682c3f00b872273cc63fcb210d,6694d47f8e46fa4d6542942784a6bcca42d7f8f766826d81dda2711c117e9c63,988fafbe5012b7bd2383da5f1e64b9863ae23b5b98b53c6cbc649db71ba80068,11,10,10,0,1,0,1,0.090909090909
ABA,arctic_a0417,d2484bd4a800d230eb7cc0c3f735aab2ba8e161f95afc191f86e0590fe086ec4,6db4b95892867e43f607567c48805eb209260523bd7334bd6a4ebae26ef8098e,c547f682430c1981e0181a861d16cd1d1ed244a26732cef34871c407068aba0c,7,7,7,0,0,0,0,0.0
ABA,arctic_a0418,6cbeeea8e64171de6488dfaa924bd4b7984cdaa2ee35e609a73063299553fe29,6e050cced8e2260f59e178f234393a3c68e41976173fe74ee42a52a7e92ad7e4,a1c49665325880f285302cda64fb52e2402074d9d7626e85c6a606230b965b6a,7,9,6,1,0,2,3,0.428571428571
ABA,arctic_a0419,44ef04a3df08315de3ed30c6cf3ed957b9f7d71f52c063bf471ac60f24b688e0,6a2a3c121e8ef84a2711c64053c59277e6f1f71a264eec09fb3b8233fb53784d,d0e396aa2948842915f8c91be0331ba4948a775cceba600b314f6523deb6de7a,6,6,6,0,0,0,0,0.0
ABA,arctic_a0420,88c8422f478260cb47531b5740d4a0a52d1f7898b58d7de0c20966ecc6251409,9dbe961cd52200f9aac30bdaf1ccabf9930a905733e4becb3ebc532f7e96511c,ba6681dbf8928c4ea824af1a13aed7356e75320c839bece293c1c24d96e193c1,12,12,11,1,0,0,1,0.083333333333
ABA,arctic_a0421,e7bcf88ff34d369dad34185dbecfcd18888c633a7685d5228e8227b84bd4e89b,6d33b1d60ba39f0771ac9a69cc4990b973a8abb1698cac1a59a720b7e1ff3abb,54289b0f145547251e489050fa3bfcb1365e3042af16fe061e608205817ab337,5,5,5,0,0,0,0,0.0
ABA,arctic_a0422,ce250c3871c3fd5e94dc55f139117ecc02306405afd9818fefc7e449b037be37,fbc393bb055b4397cc16dee82e2d6064fa733e1e15a52ce96d37190f089802fb,3f84bf10d1b0d2b4213d4ec0fde30f80f1dd00a8dea416d533b27e32d0e75103,13,13,13,0,0,0,0,0.0
ABA,arctic_a0423,59a353c370be6cb52136e7375f9d51305e506e59c32f8af046c7dfea03cde9e0,e729d2b030f15a39dcd146a3d0d38b8b5f7bedce4526260275483ffd83c54921,84825fdbf4b72632cdf33ad6f6a0733839d28216ba1742cdc251d0f2e275a7bb,9,9,6,2,1,1,4,0.444444444444
ABA,arctic_a0424,041bfc55047ea047dbf553ec6f6ae2f30e9d130cd8844c707e70bf376d29cea5,e3038afb9491d56c9f135e25df3f6a87fae66cb098aeb6413bc23f96de61ce14,e1014253e26a1ccabb72320d3a9eab0b14343f11ac3b2d069c0526e284c616a5,11,11,11,0,0,0,0,0.0
ABA,arctic_a0425,9d1b10dc57cabd8104e054a75dca2908098f7be93914ad22a47df0c02b272795,0716f4347a822fa329cc1f95913f7179f3e5134c67cd5645225b0caf6bbb5189,17f9633926c7919891287058509876777808790b46b26741e70c18e52f49f3fd,8,8,8,0,0,0,0,0.0
ABA,arctic_a0426,e5e96ec38ee903bb2d59e4c7d7d2ae25ef5cf60e5bc8b21f2012ba5c79cd9231,62af4ca1e8cefd3d98a138a7d028335fadc0f1d2143997323b0919f49dcc2807,32d85f1d577357c038166ad6b031c108b3bf968d3bde30c65ffefc1aeabaaada,10,10,10,0,0,0,0,0.0
ABA,arctic_a0427,bc10d26e8da80a6d4343e52290b1517b46247113101e5ef7c9610aa8bb2bedca,f72de3fe7dc6a8b002c198a82ea79f4fe5c76e3eefc586d4ee5e2baa837e20f5,4bc90319e5d3d7b629fc50b74f35e157928f6fbf00364b411cee24d78bf60019,7,7,6,1,0,0,1,0.142857142857
ABA,arctic_a0428,76fa07e4000f7265e1e91c562f487de4828d817da3a8a56820931c00574b977d,81521c71b535eec89b69c6ae5eb207d0c812a49f8c443e58b52aee7e573246c7,00904391bcd219b86a7c01fa3838d3e98cf4525181078186c310b8d7f20ef78a,6,5,5,0,1,0,1,0.166666666667
ABA,arctic_a0429,5822a9280708adfbf57c22d5f795929277295203edbcf023925db3089b6b8c27,26508a5bf15706745df243418ee7e729bc2c578bb358536b614291b4356c8206,71363ea11c8917585fce307987f34ae874c24db14d8cbc2c650f1e96646ca879,12,12,12,0,0,0,0,0.0
ABA,arctic_a0430,e48bfaca2375878fea0286e329335991cc17765dde65e89e14dc65fc1dd643f2,50b924e528741b18170a8e221ccb3c2f4b551e5d921640c52345be102ad9059a,c39a6442d20d075d9e9dd551e8a014c41f9888387e36e4b345c5eabcda2b3afe,12,12,12,0,0,0,0,0.0
ABA,arctic_a0431,fe0f59d92742641be94b520ceaf952a2eed407dd83c1d4cf758dc4fe960de94b,79c9227a1bff6c68a01b54c1b02765df347ba8e75d63276d6099995b25956afc,79bf0c76ba4619a8f88d1002af42e779b90ec0fa1ec8b2e4099ab7342b0e5b0c,12,9,6,3,3,0,6,0.5
ABA,arctic_a0432,1a4017f0be706e0e24c7131b41d39b54bb9444764541d3131c4d59e0297bb337,3e6024a9be93afe5c4be3656bff6d796ae8aab381bfdc797d3e6efba0eb83cce,0f556e8f11637562363879b4fa13c97c93857eac7bac638a03f0001e2f0b9ebc,8,8,8,0,0,0,0,0.0
ABA,arctic_a0433,26c4529eafae03135f93ad8a73521d9185231a4b4c3f2ac8d0700185a814c714,b6a5a0fce7e41cf68cc174bc022eb9e3a19ea6b57004aa6983661c1bdf94f1ca,300827ac1880fdc5330cc07b32d4e1079421b92b4dd259512ed69e4751b8a3b0,12,13,9,3,0,1,4,0.333333333333
ABA,arctic_a0434,22f865eb68f11b7b8b6a43595e23153f8b94d221f216468e167a629a2f1b1a56,d3a77477b74390c780cc74877947a496bee011ac2b8891ae65c71c900bb77d7e,1594e916fc3ecf73db9b2d0d17f22498dd438b049bf7184bd346729c3db6ce92,9,9,9,0,0,0,0,0.0
ABA,arctic_a0435,fe5114ea387e5e7f0072f66b521bf51380ce1c1136ab7e7a5730b4d45843b390,d61fc785e72c16ebfb162353faa2abf027fa6a02885842120ab0f34b6b950e7f,0fe8a1ef0ba7680a3dcc5f20bdf16aff5ba9585444e44c4e6e576a5fba8905a2,8,8,8,0,0,0,0,0.0
ABA,arctic_a0436,d240a8e36bd2f479738e7b5da9ba19bbdf4b89c2f5fe2649cb821b1fa8c097f1,ac5715ca08787e496d1ac48a55c40262b40465cea387edd84deedeb684e1c745,eaf0a42b6447446f805df083fd11b8e71553038e6ce243b0733761af37685ad1,6,6,6,0,0,0,0,0.0
ABA,arctic_a0437,dcb97015e98f0176c4d615c36642e24d62b438380db2cd25ed11aba632028949,51b44ba6ee72f6cb8fc89dc684307db1b914c83d09328372fb2a72fb29aafd57,2bd4cc8ee4d0e5bb550f46a51dedd784837ea016e46f14cb15cfeadb582d28f9,10,10,10,0,0,0,0,0.0
ABA,arctic_a0438,32ee457b0c32395d756e1153c752a59b107811e7cdf895b1c1f34e5dc24bb3a4,c5cc6714837f8441908ac4970c7b67435710741d874f383be34db8f2384264ef,bfc1e2705ad85cbab61d2dbdcaa2f3a688fb7e3c0c696a47b46b574e83c8b94b,6,6,5,1,0,0,1,0.166666666667
ABA,arctic_a0439,de8c7beaa779e6b9e11bc46d16d31a660507e41ad34b4ed3ae23fe8ef009f7ae,d39f8de66b22b6b1f843be5b97a52366f584b34017e2a1baf839f59a8e682138,f0f07a9d80f33987dd76d3b0b7c581ea7db486df5f88f75113fa295d0ca2e9ee,6,6,6,0,0,0,0,0.0
ABA,arctic_a0440,411901baaa94e56ae6e24f10756e150623bcdbefee035a058c1211c2c931492f,681438763bd7910e1778603ec6713a687bbaf1628179e8ce1ddd595a8071aaac,076f656baee99253fa4dbf9336e86788ddf0c070c45994e5455d3ed3152d5f04,4,5,3,1,0,1,2,0.5
ABA,arctic_a0441,3eb464c24299dd70af0bf2904b7dcc1fbec1e774bcb9b3b2b1bb1713547c685e,0463ce6131a0c624808b13f4d60945dfc3855d5114921bb87532a2684ae385bc,757bd176858a2c2ff002f92350f1fd82febd7e559f95d11a660e36a8557dd334,10,10,10,0,0,0,0,0.0
ABA,arctic_a0442,2d7edcb5768fe2b9954c7e27832bf9a1483deb30e604d5b1b42a708d633ab6f6,4e70d63590b59a16010358d2aa2ab4427af5ca9e04b9170fa413037114c4f1c4,065c58ef72c68dfaf33434d1da2a895a33346ff016aad2d15517738a877f80f7,9,9,9,0,0,0,0,0.0
ABA,arctic_a0443,b1ab0c6317979320723fb85bc4a8e2d65d78d4983099fcb336dd074f64970ed8,e14ec6de91427fd5d504a615117bd3bc950a244310be174caab00128771fcd2b,4b5c826722d4e362c6c7559de442a832fda80d0cb6a790b8412c0af42e725ed7,7,7,7,0,0,0,0,0.0
ABA,arctic_a0444,7cbcf87cefbb0b98b5eab9332020630e956e77f92bd12d492e30a839a339640a,be94288e27a77db02842802ca87525878e73365eef7a9840bba20acad3b4ce1f,55a9b6f7b30a4dc2ac5421e7d4e53d6bbaac305e81712d8acaf682a19d84edcf,7,7,7,0,0,0,0,0.0
ABA,arctic_a0445,f933aa3df48eb73701d81028da2c22ccfb9036c8cee21ab717a482986386e49c,56ec54c97e87c4bfb902d18db91f61abeb3f492f7800f669ad67a54eadb292b2,53f3ec45faae850b3f96296d33d317ed84ee66c2f19493a4857867d3a73c337c,5,5,5,0,0,0,0,0.0
ABA,arctic_a0446,928b25f34cbbca6c94e44ff5ebf58a96b4ff7eb4f5bfc55c591bad2ac34f52bb,8def32e8e0884dea173ac66398195ee86088e64060c12c422a9149fa4c8a24bf,f18563521a4c1a6a3545afbb842120c71805e3fb2cdb2e73b651f8aab4a38cd1,7,7,7,0,0,0,0,0.0
ABA,arctic_a0447,96a7323b02c081d8ce8175bfc462d5f842c39f3b4a8a9abf48c59a16400e885e,40f748faca10aeea90f3c60f5c90e390ae7a5949069133e05bee539e72c5d758,05d258f2856b5b1a0bcee23b93e4254f740ab8ed4026816ed380fc0af514a036,7,7,7,0,0,0,0,0.0
ABA,arctic_a0448,3bdfc907a84da34c54ac062832f1f7802afe08a21847237eff5ad40d5b9be914,59291f467159833e7afa8a3ec527f04ebba8fb6238884d730504093d9f176b88,a2ce2055a1087e64635249e1a41127b3e95bbc7803f153c537c13bde327de3db,9,9,9,0,0,0,0,0.0
ABA,arctic_a0449,09ec1e58ce82088105bcf08b57a6c7ebf7f8cb94e2fd8f17e5d5ae9806550d16,8fb973f6515b7f23f1078746b837832d95b7269e7571924550a66b093894626f,1b0bd94263458c142c71b45970cc5b427f08b05ceaba8814625fb63129093526,10,11,9,1,0,1,2,0.2
ABA,arctic_a0450,adfbb0ea90c08a2a698b24d12c94c8d86304436c9f1b833a32cca003b2f2c1de,38d90a95280f07af6a458f954bf2a12651a5209864621785b1d8783be53e850b,5de29ef36cfc567d24bde394cb3732a76d42d02c4dc147325c6d405c6f99611f,10,10,9,1,0,0,1,0.1
ABA,arctic_a0451,3605a137323bd4955f2118c1deef1d2d3bf0b8e60f244d967cf6f6c349eaaa09,7a17ceb14c53b4694300693d5ec836a154a05d1a246bf5b8349d8b625209ace1,774aad59d38f15e1b0ac50e56fe1b24894d5e021177f8fc77fa5a32ceeecc27c,8,8,6,2,0,0,2,0.25
ABA,arctic_a0452,e1a01f2da8c2fccc35dd72553e6a9ff1e5c23e0363ad35d1832424b0430927c9,d63610ce01c8c58042491ddb94b628e410ddb2af612c197c6a5d8b033c47bfd4,99765dbf67f87b2ee5b0f7fe22ca3342d0f091e40ba3ca4a287eb59251482007,9,9,9,0,0,0,0,0.0
ABA,arctic_a0453,d3988641fab61d3e5bb716e116fd3cabe810bb87b2a3770f86785033ec213cba,0cde3b6fdc9267f8ef561f375990b963190e0cdfcbedfa6cede61ad0979a39a9,4944268d702d098e7859f6588f288946fdc0346b3dd4b54138cc76f6063cf0f5,3,3,3,0,0,0,0,0.0
ABA,arctic_a0454,fdd5d5a341e1c3912f7a3742469e11a21b332fd7041894c5ed734dd3caa229c2,d34701d99c129c539fc6ed610f8b969417c390f903355da445cfa69c67d6046b,7772720aa2f36b456dbe4f6d5def918dc9588834cf6ca179e8473d9768c19180,8,8,7,1,0,0,1,0.125
ABA,arctic_a0455,1fc29bfd9dcf48bac0c6b241f2b7f98604af56fd428a67136a13395f0199262f,2930c2e5bc74635763d017b2dc79bdfc7585a42051735a106f028786bf21330f,c2f3c9a6d0f0c7c68988850044dfd6d45eeeaa9b70f517f0ed284bd83e6e9a9e,12,12,11,1,0,0,1,0.083333333333
ABA,arctic_a0456,e4e6e84cb09454f36ac6f35d9c8060d670d255c51b7c7bb75d6802ae22ded04e,ea16921f062c5e0fbdf99fb7ed52ce03b89c9c7a893c96df82c7054ebe3803ec,e5ae3ae1f71bea0d8470e289d926ce65f2e6ab41c2710c23cb078527fa61b29a,10,10,10,0,0,0,0,0.0
ABA,arctic_a0457,7ae95a26184cee6feb99f95620befa5c2b7b1bc818a0a1029ae6d109051d2ec9,da61f1e95b4436667367d945d73cbf846c7c299afd04dde4a37a2d96b07d5262,6eaafce14b188373e34bcb9551392a15d1d8c6dbe1329367161c083a10d48692,9,9,9,0,0,0,0,0.0
ABA,arctic_a0458,6ce6c768ec51765387b1cbef2113ce7e3f5f97aa60c30a48179aed2087a968ea,bfb78177a6964cd58c91e297b602649873b410688262eeec76f2a7487c565fec,46e6635e9d909412dd0cf758121c13d1e83e2621cd768de191579e2acf558fa3,8,9,5,3,0,1,4,0.5
ABA,arctic_a0459,45df512b43e436af1f9bab04f4cbcea87ad3b9670e14d9c52a4ca452328e1e2e,0bf65c0f31050bb1d02280ba8f4eab85df97ed8b136dfb5ea7bfb9b6d08d92dc,647100463699daaa29c421b2504561a84908b959fa1a651a060b6a25bc98a9a2,9,10,8,1,0,1,2,0.222222222222
ABA,arctic_a0460,4fc92f153965cce04cc10c2a2db49c8e1e5012e4eeb180c92f7d82144881a1a9,5bac46f2e1e66a85e86a6e9828346609e931e213e45fd2068d9faf86b1bebaad,50abffc549b3c31cad485a217c5bbbca2a139a98885b74ec961b64db6245a984,5,5,5,0,0,0,0,0.0
ABA,arctic_a0461,ffbfaf9ae29a2ed8f214aa8fcaf7e69b7e42235034bbeee1461742fa8a99052a,41237586281ebdab526edf9fb97b8164424a2f1d2c853ae89de0775a194adbee,2fbc17952d291fc36af196e1a4787d13766a4f34177bca7393edd030c9d61e6a,9,9,9,0,0,0,0,0.0
ABA,arctic_a0462,08b76cb62fa12e035c99941edeb8f5871e38c800217c28e8e5d41f04b41606ea,c265d0b7fc42362479e64436990d6614c240b719b483dceb750165c7e779b41c,2ffd168192282ddc2f7bb9c4cf7b158a420a7754ffea65d841820d54eecd0a7d,10,10,8,2,0,0,2,0.2
ABA,arctic_a0463,31ba0e9046a710ceb8ee1569c99360b6709c46d18435d4c7ba714727a7549773,86b4193d34379d82702fff5678c8a1c6a02cfb5bfca35d218d5412d5ab7b457a,d3c26b150424cddc146b7ecf5b1685575ec7142bebebe197c7b728b09c3dcd50,11,11,11,0,0,0,0,0.0
ABA,arctic_a0464,a12f51f32b758b28aa53942cfe38454b7ffc0c8efbb0ca7d64265bdc1219781a,0cac9f79f9d84bee1f707e18b71e44c61e4d0740956d743facda16c429a60f2b,e2d0ec9340448e14e2383a4e574b577272cd57aa89c97c80b0b944b2f0949f71,11,11,11,0,0,0,0,0.0
ABA,arctic_a0465,714ca2c76adb9dc352748cc44a4a5b957648e5509dc3a4ca888a9b23ff89e80f,95aa5603d5c5ae5cd75a4899ff72f5ad76446d120020c0e131cb4da53b6d46b8,6886af6aa3b03bc6007a576b2e7b5f3213b7e0f941ca1cb4e1eef94820ebddfd,11,11,10,1,0,0,1,0.090909090909
ABA,arctic_a0466,6d4095a3607feecdaf42ede2486437c6882220fd14df36480064c007e8823fa3,d6569541e1f8a84890224ea459f94397d5c26535bedb4598990c70859f3a5baf,a46bd0d53dca1e59eb6dc1e95609ae2aad9fcfb8c0a4e16db16dac39d71a4299,11,10,8,2,1,0,3,0.272727272727
ABA,arctic_a0467,e1aca2900373bd1990562a532f37b8223e11eabb9e21d744385a5cfd55716509,8e5398659312508c9dc0c54903ce834d5e1e67fc014e233da1225c94e7ccc5c9,26fdbd00ab4921e216043418fe93cacc8a12ffbc0f504464f7bdccce7cb4b16b,7,7,7,0,0,0,0,0.0
ABA,arctic_a0468,325727a7a2a28f9a924969ee25d412c0162179b846ad79d29b9df2e1ed9bd55a,a48e3bac18afae2cea647961b7684ce9e7f4e8bf311bafc16620ef63482ce9c4,f6a784f6fa822d623576a4058079859ef5bbfd62e2deceed27073b2abad657fb,10,10,9,1,0,0,1,0.1
ABA,arctic_a0469,77f99f66a2d8b37e171c42b0f4e6e5769b1aa4e087defc6b386338ccceccd7d2,fac8736a619396354b33d0365ef26c593ba556b6e2147b677b441b69dcc159b5,77a721640efdc87aa7cfde982d381cc8cd36a68b68f09007e5f48f5cf40905b0,6,6,6,0,0,0,0,0.0
ABA,arctic_a0470,b26682d6f66f1511b04886ecaed2fc2a2cf51f782887c538fd1abd906b249e49,77fb21488dbf29ed57b2ce10dc1c933a933b9a83590d6c910a00199e17720aef,fa5d6ad91d5514ab744fdbfa3e6093ff41265009903713ec4e7be81dd3b2a112,8,9,5,3,0,1,4,0.5
ABA,arctic_a0471,4a6ffe02462366b21e4296da0475f282f50878af32c2c42516965d74fd9d865f,f52e6bd839cf82ec221ea537cd20ca7472ee52a141debb275c298b06250cd7bc,2c0fefc7f96defbcd3b963f9cc654a0b7cb86eef43d118e7c0c7180ef4cb2c5b,10,10,10,0,0,0,0,0.0
ABA,arctic_a0472,aea306df3d81b8fb3b90a47a2b3f13daf2285f579da35dc844aeb5a8cbf09bdc,7a7bd6c250691cb85e67f23f6d11707d92ac997bf46e0ff3c182101764fa6032,53371810fe182e89d7b816d9917d197b0448386f23737301ad3da8eb1d5fedef,11,10,10,0,1,0,1,0.090909090909
ABA,arctic_a0473,4dc5a089a6f47184eee5b858e84d9b1cdc3ce4a850ca2b203f24d26f39c18868,5e6d002af1a9bde776f8fce50095712ef990a0cb6e2830be8399af094b82602c,241b0b5f843b52513dde1732efe54f45af2543af5ab6ef74981ae94502c76ee7,6,6,6,0,0,0,0,0.0
ABA,arctic_a0474,4c8fda73274240f344477d82da1136b0aad3080291a59c0f50ee3bea18796ce3,a26b2d156b42758ec2da22ba4841c2522ead301e7975f8b83304eb7d00dd59c5,f03a7e0c07ef8d91340dd5e1e4466858f79decbd07842a97615ae758ac951630,12,12,12,0,0,0,0,0.0
ABA,arctic_a0475,7913b34f00c21cb8e69888500cd2fff01650f5fc0004b02998c3069bd59cdfe8,391e7b0cd5572a7803dc3e3cfd9fae04cb1024ee8bec8ca58c91a8adbb13b24f,5e421324b183f334c123afac7c9ca0f4f885a6f3161328b0c5a69da11a030afe,10,10,10,0,0,0,0,0.0
ABA,arctic_a0476,d0da273bb92e7ed00127b2840ce4843a578c57abbbf949e8641a274b5cc09bb2,4fbd015f33e8a16074bd1a24c2b66a42ab3ba15eb1f5263e58cd2179998b929b,70a18cbf3be11cf21dac11c91673f86ccf576f1db75395fda99dbd1f7d9f402c,10,10,10,0,0,0,0,0.0
ABA,arctic_a0477,5723067999989b9a591dfdf2ad208dabc3e92e3d8bfb7a86e967ee9dcc27f425,5528a930432cc84eb3bff087b93d220af2d94a8392235e36fe763ad1c8c9a2f5,2444e902091b7554a243cfb72f03e0d6a3f57d16a756adffc572c660d4bb13e6,10,10,7,3,0,0,3,0.3
ABA,arctic_a0478,be890742155a209fa3a01f2ed2a1f693b9bfd1bed3260d015fb5f6c71199d8fe,71c2e90bb8bafbcc744d6359379f44b9997b91aebd990925f1cd99e13a5d6a26,7cd6027c1058a71211050e8f967e848f8635ddf52ac7a285e1d0fc10c125680b,12,12,12,0,0,0,0,0.0
ABA,arctic_a0479,fb7d6ee2e2d2bb3468bcb968e7e80dfe030718ade8b098ed601ab1281b408622,814d62a38b7bda69b024551aca63b9922dc7ebde9a9f51e359f6d8ec62292fb3,f9374c9b9336e773ce8cb8523f9ef817d347079eba8fa0786fddee4c9da3c2c8,12,12,11,1,0,0,1,0.083333333333
ABA,arctic_a0480,402dcd7b9dfabd6c9d2464006b9310309364f1b1385860d45412dba2e79af994,d4b0dfae34b0c88b847c7e709c6a8daabb7713984c487f88ab194e92e4c882e4,3ade01c1e949f57c181b16e18e5023a6bcc93a252020354266eee9ce00fc34b7,5,7,3,2,0,2,4,0.8
ABA,arctic_a0481,1c02c2ae5c31f93ad8dd5c5846417dc2ed9be156a46028a1a384b5fdb0217e0a,ec69b7136e9efdb793a50d8df3c9da28b265142808cb6f8705434c784d26144e,fbefa1d8ce014d88d93d5e93532149ac2bc91810855928291fbc3434102ef910,8,8,8,0,0,0,0,0.0
ABA,arctic_a0482,550fa75a57de8d8057b07979b7541a81481aa9003de84c9e874672c1f994cdce,7fd1fc5567e960b5f89cd1faf4ef9ba5e7d0682b63eee8469af34474aa62bd7f,b1aeb7dac7a8c1327171b3c04008ce134504f59609b7142115481ddac18e1f74,12,12,12,0,0,0,0,0.0
ABA,arctic_a0483,2a284c38a1242ce552b55ea50a136fa266827ebd862a3c63b1665f1babcf0d69,94c424fe904c5475663115feac7e8227fdc92828f7d6952fbc9d20b3cc8dcc0e,32279c55002abdfe61880bb403b5eaa817f16f1f6a13dcc7c2d765ec78c1a91a,8,8,5,3,0,0,3,0.375
ABA,arctic_a0484,5877c9977d2ba38ac0c8fa15b39802c03595490465ae4fb9ec97b53011514691,5b86d318debf513611f0d69157f3ff4d57f771b94fc4dc9bf1d57eed38c6574a,7470f7207eb25c0f80c0de390a46b1653ad765538424d0f62afa2132b2bed491,3,4,2,1,0,1,2,0.666666666667
ABA,arctic_a0485,9e0b80dd83c2db4bf18a0937b2de4d5e65658bd125028adfae79af1a26293f2f,4f964b4af31b9b85b6796ecb2c313235a34d7ff274e2057007d1bd4d8d75e45c,9d80ea18b84974e238f2096b9fe0c4a546fb8e47cbc693ced22ea954a88edf88,9,10,8,1,0,1,2,0.222222222222
ABA,arctic_a0486,aef9640068ce472b403945220d01f00c73a011aa7f7b925b9526ca4fa2313ed4,fa064f780d34fb554c39931cf400bec335ce77b1d92168958fc6766777686cd4,d8f900e82ad38616969b17d521aea3b74f71d77a430ac964366f6620daa9f6be,8,8,8,0,0,0,0,0.0
ABA,arctic_a0487,dcd4e0327e9116b7654ea3f3d118dec4fcd19a0971917a5524dfa4b9686b5234,5487b6ac6d96eefd977e00b693193c57148c817edbf0e421a5a175b7abde3dd9,c167ac36a64ef4d2233f0122c0f5e47cb575feb9f1fe4ebefa3ea0322329c7b6,11,12,8,3,0,1,4,0.363636363636
ABA,arctic_a0488,0d48d5dbe3a11fb4ed89d95c63ea6dcd6cfc4f844d12b0749586d212530dfb70,a70cddd2c8478b980df53bbb078598aa17ff358609f7bbcd1d142c43b3461025,79b3805d0cb008669cbed4d1ce43ee99c828383ee8b7731f33b88290b37f0b19,6,7,5,1,0,1,2,0.333333333333
ABA,arctic_a0489,9b9fc607b596357e1d8f58dcc3e754a64ead0980defcbfd66d7b0da83dc56cfe,fa5fcf4338485ebc566ec979b6cf8ffd32fb40973e40576c7776dab60169846b,1804e95cea26edcfbef7808ff009d079f6c59f830de13af41b9c38e622b495af,5,5,4,1,0,0,1,0.2
ABA,arctic_a0490,bedb9e94743d830c7777abad46e21a02c3c5fb1cab541db717fb6bed2b838c5b,f63f91cae14e00ffc8b741174adfb90d0220f821f087d135cafb8023b15307d8,d838489abf105303eba9081657d4008af13d4de80187961521554b7942241cd0,11,11,10,1,0,0,1,0.090909090909
ABA,arctic_a0491,b261b731e663c29db045498cf0257cf18fe8cf2285df571c9978801c385a31dd,7ef2de1d0a339b5c61aa6141f03f0144549036c8ef40179795a647e7777773e3,2a1b0161f2b059fb369c767f118c5cad1246db49fe424ee890b8bd5e69721af6,11,11,10,1,0,0,1,0.090909090909
ABA,arctic_a0492,ff09b28d3f2b78c8d90c9486ba9be4d348ebc58f2cea870e970b61028bd0c1f5,59e536800dcee4ddefed5420cd167d47b0bd362ebe1cda7b68914be9c454c7fe,e6bf988a77ec78bc3e5a2699abfcec9126ebcc054c185adc07bbdfc43b3fac26,8,9,6,2,0,1,3,0.375
ABA,arctic_a0493,5feae4f7843c848c39c6f124bd15d13e2207d2aeb3c9e0db38ad4b789ee34902,0f37f228b04a2ba880ac095f35422489cd93c35ea4ca5897c68c3a299390c349,0336fb5b82bab40f22200040481dc2b65e48ad9e810cdc8684af8ef79776735e,7,8,5,2,0,1,3,0.428571428571
ABA,arctic_a0494,c8081bd21862639944b969917d66f5e599bec2311049debbd36c6623806c2b20,2dd342d4311f72f9c64857bbd2149fdba8b6b6bf72058357921cd2725eee0aa8,749440af04b3be6f3c93962d921a287d091c64ef402998137fe4b3c9fbe930c0,11,11,10,1,0,0,1,0.090909090909
ABA,arctic_a0495,e9c74c9585fde5dac8fb4caa3a4a1a85ea1b6532577c210b24ef578d45930f8c,1d2b68fdd20e00d6158a5ff5785d8fe9685f097e023859c9cfb81107104a2899,4eca86d6b55ff4a83b1581b84ee1d2f311eb6d5eef5d3ce802265eb8ef3714fe,8,8,6,2,0,0,2,0.25
